iter	MultiClass
0	0.8922492676
1	0.7437278981
2	0.6305978562
3	0.5416836562
4	0.4695124607
5	0.4096523045
6	0.3598515416
7	0.3173875997
8	0.2812093203
9	0.2503084136
10	0.2235579258
11	0.2002909742
12	0.1799607295
13	0.1621412181
14	0.1466486283
15	0.1330232991
16	0.1209169666
17	0.1103621326
18	0.10110535
19	0.09296455513
20	0.08566523424
21	0.07910326727
22	0.07322318672
23	0.06804116949
24	0.063396017
25	0.05916790925
26	0.05552316234
27	0.05219665076
28	0.04929448011
29	0.04675437116
30	0.04439239704
31	0.04226414223
32	0.04055786782
33	0.0389073959
34	0.0374704109
35	0.03607200369
36	0.03473857859
37	0.03369099416
38	0.03279412501
39	0.03193896951
40	0.03121317445
41	0.03036771253
42	0.02964806176
43	0.02900412156
44	0.02846139113
45	0.0281033154
46	0.02769131544
47	0.02712322574
48	0.02679364583
49	0.02635684416
50	0.02601651296
51	0.02568757158
52	0.02535237373
53	0.02513985588
54	0.02481627253
55	0.02463075423
56	0.02444695602
57	0.02422168927
58	0.02406208539
59	0.02381784516
60	0.02370532941
61	0.02352518405
62	0.02336184692
63	0.02316612775
64	0.02306227198
65	0.02292746009
66	0.02280289713
67	0.02273193497
68	0.02256589566
69	0.0224047656
70	0.02225632863
71	0.02215408898
72	0.02207394186
73	0.02199277049
74	0.0218869345
75	0.02180386235
76	0.02171593129
77	0.02159108467
78	0.02147731724
79	0.02141336686
80	0.02132097482
81	0.02126617364
82	0.0211294621
83	0.02101412381
84	0.02090898922
85	0.02084479765
86	0.0207251327
87	0.02066945307
88	0.02059358274
89	0.02051472325
90	0.02042633017
91	0.02032717261
92	0.02028892977
93	0.02023840665
94	0.02011244363
95	0.02005529405
96	0.0200245006
97	0.01999452324
98	0.01994172744
99	0.01989627183
100	0.01983105505
101	0.01974860618
102	0.01967941
103	0.01962132332
104	0.01956875923
105	0.01951779964
106	0.01947431646
107	0.0194358874
108	0.01940313466
109	0.01933720114
110	0.01928098735
111	0.0192103597
112	0.01918428137
113	0.01913340245
114	0.01907209057
115	0.0190230672
116	0.0189684732
117	0.01894267517
118	0.0188783784
119	0.01882858559
120	0.01878684923
121	0.01874718337
122	0.01871613185
123	0.01867551385
124	0.0186372284
125	0.01860009958
126	0.01856505983
127	0.01852445858
128	0.01847862363
129	0.01843191333
130	0.01841680973
131	0.01836585615
132	0.0183404736
133	0.01830407097
134	0.01826789104
135	0.01823475191
136	0.01820241524
137	0.01816289799
138	0.01812706735
139	0.01806101935
140	0.01801588306
141	0.01798147118
142	0.01791578604
143	0.0178860439
144	0.01787075895
145	0.01782058001
146	0.01777657414
147	0.01773344484
148	0.01771608409
149	0.01767097915
150	0.01762944738
151	0.01761301221
152	0.01759323066
153	0.01755878044
154	0.01750924698
155	0.01748289195
156	0.01744678978
157	0.01741438827
158	0.01739519957
159	0.01735844006
160	0.01732468921
161	0.01728729169
162	0.01723282445
163	0.01720348976
164	0.01718175184
165	0.01715469983
166	0.01713232225
167	0.01710277561
168	0.01707835628
169	0.01704943648
170	0.01702904323
171	0.01700518159
172	0.01698961958
173	0.01695801421
174	0.01691854936
175	0.01690821953
176	0.01689326645
177	0.01686956062
178	0.01684843235
179	0.0168127103
180	0.01677727495
181	0.01674191846
182	0.01670717716
183	0.01667737993
184	0.01665363137
185	0.01662128448
186	0.01659491684
187	0.01657012205
188	0.01655003448
189	0.01652224734
190	0.01648845241
191	0.01647559808
192	0.01645371132
193	0.01641654165
194	0.01640569587
195	0.01637801647
196	0.01635937173
197	0.01632664667
198	0.01629640584
199	0.01626279494
200	0.01624773065
201	0.01623375689
202	0.01619895108
203	0.01617766576
204	0.01615761834
205	0.01613699899
206	0.0161231063
207	0.01608832273
208	0.01607735588
209	0.01605752904
210	0.01602529992
211	0.01600013162
212	0.0159780278
213	0.0159573072
214	0.01594428031
215	0.01592888721
216	0.01591985871
217	0.01589337448
218	0.01587136434
219	0.01584472339
220	0.01582780395
221	0.01581716645
222	0.01580631214
223	0.01578875632
224	0.01576410441
225	0.01575083009
226	0.01574222708
227	0.01570324362
228	0.01568295188
229	0.01567018378
230	0.01563846913
231	0.0156213637
232	0.01559392163
233	0.01557341218
234	0.01556370671
235	0.01555291085
236	0.01554109069
237	0.01552499053
238	0.01550633339
239	0.01548835361
240	0.01547912381
241	0.01546999083
242	0.01545455561
243	0.01542067178
244	0.01540741913
245	0.01538991551
246	0.01537119727
247	0.0153506806
248	0.0153270664
249	0.01531703834
250	0.01529807385
251	0.01528035004
252	0.01527158951
253	0.0152522988
254	0.01523791165
255	0.01521841416
256	0.01519955087
257	0.01518789873
258	0.0151696019
259	0.01515000071
260	0.01514026412
261	0.0151237093
262	0.01510843995
263	0.01509269851
264	0.01508407222
265	0.01506566311
266	0.0150423019
267	0.01502356573
268	0.01501761991
269	0.01500510447
270	0.01498150749
271	0.01497603255
272	0.01495220459
273	0.0149413837
274	0.01493095584
275	0.01491148109
276	0.01489352026
277	0.01488821139
278	0.01486451096
279	0.01484705596
280	0.01482136033
281	0.0148116418
282	0.01478697214
283	0.01477910098
284	0.01476960392
285	0.01475241656
286	0.01474173918
287	0.01470495662
288	0.01468494804
289	0.01466939041
290	0.01466169528
291	0.01465483758
292	0.01463986414
293	0.0146308636
294	0.01461836853
295	0.01461017664
296	0.01460366636
297	0.01458471134
298	0.0145743534
299	0.01456572854
300	0.01454735709
301	0.01454025594
302	0.01452345598
303	0.01449658562
304	0.01447654054
305	0.01446072387
306	0.01444934992
307	0.01443246756
308	0.01442077464
309	0.0143967892
310	0.01438203578
311	0.01435304943
312	0.01433409106
313	0.01432248439
314	0.01431476912
315	0.01429793837
316	0.01428624071
317	0.01426329082
318	0.01424977268
319	0.01423837008
320	0.01423154807
321	0.01421282445
322	0.01420439306
323	0.01419111168
324	0.0141787792
325	0.01416402477
326	0.01415599641
327	0.01414481934
328	0.01413053878
329	0.01410137626
330	0.01408526549
331	0.0140686675
332	0.01405608247
333	0.01404713142
334	0.01403178251
335	0.01401069027
336	0.01398980417
337	0.01398361443
338	0.01397627438
339	0.01396557431
340	0.01395965748
341	0.01394681507
342	0.01392854194
343	0.01391394655
344	0.01390325086
345	0.01389459228
346	0.01387963117
347	0.01386243792
348	0.01384733299
349	0.01383867024
350	0.01382750985
351	0.01381308438
352	0.01380932493
353	0.01379742533
354	0.01378676821
355	0.01378237151
356	0.01377042902
357	0.01376453162
358	0.01374892064
359	0.01372421425
360	0.01370892968
361	0.01368939071
362	0.01367859238
363	0.01366469373
364	0.01364666724
365	0.01363260559
366	0.01362407792
367	0.01361662249
368	0.01360689029
369	0.01358626558
370	0.01357955345
371	0.01356613568
372	0.01354967114
373	0.01354526251
374	0.01354165587
375	0.0135317234
376	0.01351648272
377	0.01350765885
378	0.0135053818
379	0.01348724108
380	0.01347634452
381	0.01346045516
382	0.01344713751
383	0.01343761831
384	0.01342960709
385	0.01342339534
386	0.01341380754
387	0.01339711906
388	0.01338976436
389	0.01338008849
390	0.01336167501
391	0.01334211477
392	0.01333208771
393	0.01332065525
394	0.01331213698
395	0.01330705642
396	0.01328919486
397	0.01327925732
398	0.01327267659
399	0.01325918922
400	0.01325175155
401	0.01324460343
402	0.0132400537
403	0.01323448079
404	0.01323098493
405	0.01320960264
406	0.01320152568
407	0.01319652013
408	0.01318818001
409	0.01318272556
410	0.01317809471
411	0.01316271498
412	0.01315272638
413	0.01314415708
414	0.01313361879
415	0.01312569474
416	0.01311637008
417	0.01310681983
418	0.01309477006
419	0.01309105141
420	0.0130865174
421	0.01307839041
422	0.01306477727
423	0.0130428242
424	0.01303294565
425	0.01302841938
426	0.01301121725
427	0.01299903785
428	0.01299209146
429	0.01298005714
430	0.01297525459
431	0.01296335571
432	0.01295501059
433	0.01294452762
434	0.01293553723
435	0.01293004554
436	0.01292159008
437	0.01290987024
438	0.01290675842
439	0.01290216295
440	0.01289839578
441	0.01289063834
442	0.01288911197
443	0.01288613667
444	0.01287877701
445	0.01287434053
446	0.0128650179
447	0.0128571817
448	0.01285490027
449	0.01283991547
450	0.01282806401
451	0.01281543042
452	0.01281048357
453	0.01280250176
454	0.01278975022
455	0.01278218383
456	0.01277883642
457	0.01275908032
458	0.01274501923
459	0.01273291439
460	0.01272612567
461	0.01271980887
462	0.01271334422
463	0.01270237182
464	0.01269797004
465	0.01269715477
466	0.01269383601
467	0.01267770637
468	0.01267270036
469	0.01266513925
470	0.01266237252
471	0.01265229881
472	0.01264193887
473	0.01263760345
474	0.01262968023
475	0.01262711911
476	0.01262072212
477	0.01261460888
478	0.01261009125
479	0.0126012299
480	0.01258963602
481	0.01258123656
482	0.01257201622
483	0.01255927142
484	0.01255422895
485	0.01254576948
486	0.01253883817
487	0.01251560779
488	0.01251318571
489	0.01250735088
490	0.01249895129
491	0.01249060174
492	0.012479701
493	0.01247150336
494	0.01246275359
495	0.01243605506
496	0.01242771295
497	0.01241888231
498	0.01240763617
499	0.01239790792
500	0.01238810879
501	0.0123820195
502	0.01236625971
503	0.01235792941
504	0.01235240683
505	0.01234020768
506	0.012336992
507	0.01233045511
508	0.01232385132
509	0.01230915748
510	0.01230230595
511	0.01229660366
512	0.01228987993
513	0.01228642039
514	0.01227159553
515	0.0122652322
516	0.01225432345
517	0.01224758062
518	0.01224233687
519	0.01222595151
520	0.01221610434
521	0.01220685004
522	0.01219901976
523	0.01219034114
524	0.01218162654
525	0.01216513932
526	0.01215778545
527	0.01215083396
528	0.01213689787
529	0.01212641182
530	0.01211943981
531	0.01211178556
532	0.01210895883
533	0.01210458119
534	0.01209107723
535	0.01208695822
536	0.01208269998
537	0.01207965231
538	0.01207643111
539	0.0120703115
540	0.01205546649
541	0.01205132361
542	0.01204089075
543	0.01203218014
544	0.01202147605
545	0.01202078994
546	0.01201015766
547	0.01200284662
548	0.01199678198
549	0.01198801412
550	0.01198099015
551	0.0119764271
552	0.01196962885
553	0.01195495007
554	0.01194894602
555	0.01193864321
556	0.0119354319
557	0.01192777512
558	0.011918107
559	0.0119098409
560	0.01190247121
561	0.01189520687
562	0.01188834477
563	0.01188559341
564	0.01187389416
565	0.01187033314
566	0.01186329006
567	0.01185535126
568	0.0118426214
569	0.01182952996
570	0.01182538396
571	0.01182060991
572	0.01181435567
573	0.01180934361
574	0.01180066584
575	0.011792088
576	0.01178400241
577	0.01178073552
578	0.01177396707
579	0.0117659059
580	0.01175694778
581	0.01175211306
582	0.01174979409
583	0.01174619957
584	0.01173809823
585	0.01173242155
586	0.01172726212
587	0.01172168142
588	0.01172030521
589	0.01171821706
590	0.01171232331
591	0.01170545214
592	0.01170141985
593	0.01169421871
594	0.01168976632
595	0.01168035595
596	0.01167474713
597	0.0116646229
598	0.01166079394
599	0.01165049725
600	0.01164794169
601	0.01164020121
602	0.01163577602
603	0.01163092912
604	0.01162130378
605	0.0116167195
606	0.01160896443
607	0.0115921821
608	0.0115873015
609	0.01158134844
610	0.01157915503
611	0.01157361767
612	0.01156906446
613	0.01156563948
614	0.01155977518
615	0.01155002262
616	0.01154360521
617	0.01152932769
618	0.01152301927
619	0.01151165797
620	0.01150818364
621	0.0114993482
622	0.01149385417
623	0.01148751241
624	0.01148459968
625	0.01147997059
626	0.01147547209
627	0.01146856673
628	0.01145725318
629	0.01144674779
630	0.01144452522
631	0.0114301749
632	0.0114167213
633	0.01141173614
634	0.01139943033
635	0.0113953051
636	0.01138734102
637	0.01138244708
638	0.01137580593
639	0.01137022376
640	0.01136590741
641	0.0113536569
642	0.01134629652
643	0.01133520831
644	0.0113301007
645	0.01132831949
646	0.01132360704
647	0.01131819429
648	0.01131142373
649	0.01130528603
650	0.01129618637
651	0.01128902519
652	0.01128442887
653	0.01127785595
654	0.01127107653
655	0.01126599713
656	0.01126446606
657	0.01126171791
658	0.01125605722
659	0.01125207053
660	0.01124637806
661	0.01124174492
662	0.01123688922
663	0.01123012518
664	0.01122695572
665	0.0112242757
666	0.01121943917
667	0.01121446606
668	0.01121139806
669	0.01120576332
670	0.01119551176
671	0.01119303535
672	0.01118647207
673	0.0111747553
674	0.01117127365
675	0.01116138393
676	0.01115361724
677	0.01115072219
678	0.01114654265
679	0.01113890132
680	0.01113366615
681	0.01112779592
682	0.01112058327
683	0.01111855071
684	0.01111010082
685	0.01110689861
686	0.01109806902
687	0.0110915938
688	0.0110885163
689	0.01108174394
690	0.01107209486
691	0.01106869968
692	0.01106224917
693	0.01105823966
694	0.01105086136
695	0.01104559059
696	0.01104015068
697	0.01103535865
698	0.01102933154
699	0.01102525107
700	0.01101873485
701	0.01101383747
702	0.01100818236
703	0.01100586353
704	0.01099861499
705	0.01099312844
706	0.01098224856
707	0.01097605716
708	0.01096465123
709	0.010962118
710	0.0109555238
711	0.01095110805
712	0.01094818932
713	0.01094466431
714	0.01093938889
715	0.01093336284
716	0.01092576747
717	0.01092104449
718	0.01091194221
719	0.01091007255
720	0.01090285428
721	0.01089815725
722	0.01089047573
723	0.01088651628
724	0.01087059061
725	0.01086639503
726	0.0108610237
727	0.01085574038
728	0.0108505233
729	0.01084854888
730	0.01083870274
731	0.01082982507
732	0.01082100017
733	0.0108139427
734	0.0108096748
735	0.01079887618
736	0.01079474431
737	0.01077839386
738	0.01077542799
739	0.01076220077
740	0.01075727081
741	0.01075363892
742	0.01074858773
743	0.01073977015
744	0.01073248817
745	0.01072272717
746	0.01071941591
747	0.01071164575
748	0.01070542218
749	0.01070054908
750	0.01069723128
751	0.0106951267
752	0.01069128239
753	0.01068548392
754	0.01067765624
755	0.01067141307
756	0.0106676782
757	0.01065768638
758	0.01065138135
759	0.01064569786
760	0.01063888825
761	0.01063483497
762	0.01062772329
763	0.01062129136
764	0.0106104516
765	0.01060776065
766	0.01060458334
767	0.01059897461
768	0.01059016825
769	0.01058473051
770	0.01058160096
771	0.01057775749
772	0.01057535856
773	0.0105685907
774	0.01056581124
775	0.01056063036
776	0.01055592917
777	0.01055071215
778	0.01054741389
779	0.01054075598
780	0.01053327924
781	0.01052779432
782	0.01052092064
783	0.01051723374
784	0.01050976988
785	0.01050057122
786	0.0104958511
787	0.01048500981
788	0.01048136598
789	0.01047276237
790	0.01046889762
791	0.01046759811
792	0.01046532556
793	0.01045932992
794	0.01045138336
795	0.01044330511
796	0.01043807458
797	0.01043624483
798	0.01043413193
799	0.01042804766
800	0.010426871
801	0.01042523936
802	0.0104216835
803	0.01041729931
804	0.01041081133
805	0.01040567306
806	0.01040269284
807	0.01039992818
808	0.01039607142
809	0.01038741262
810	0.01038247913
811	0.01037642749
812	0.01037364595
813	0.01036682445
814	0.01036298118
815	0.0103561732
816	0.01035424842
817	0.01034318674
818	0.01033796054
819	0.01033392004
820	0.01032922499
821	0.01032425164
822	0.01031811511
823	0.01031460981
824	0.01030502102
825	0.01030227016
826	0.01029609443
827	0.01029129337
828	0.01028719282
829	0.0102836957
830	0.01027749003
831	0.01027305406
832	0.01026820505
833	0.01026695092
834	0.01026285936
835	0.01025889327
836	0.01025521588
837	0.01024925297
838	0.01024781959
839	0.01024282066
840	0.01023850833
841	0.01023349592
842	0.0102307156
843	0.0102257483
844	0.0102236516
845	0.01021904275
846	0.01021796096
847	0.01020856959
848	0.01020549477
849	0.01020350568
850	0.01019966377
851	0.01019431559
852	0.01019248993
853	0.01019024344
854	0.01018914495
855	0.0101858885
856	0.01018218275
857	0.01017915345
858	0.01017600893
859	0.01017520652
860	0.01016871423
861	0.01016237852
862	0.01015982446
863	0.01015040649
864	0.01014713481
865	0.01014329737
866	0.01014073463
867	0.01013421769
868	0.010128745
869	0.01012211795
870	0.01011892609
871	0.01011589302
872	0.01011243478
873	0.01010683998
874	0.01009961573
875	0.010088365
876	0.01008569851
877	0.01008125871
878	0.01007655388
879	0.01007093495
880	0.01006750433
881	0.01006501267
882	0.01005969001
883	0.01005672911
884	0.01005148564
885	0.01004865469
886	0.01004350162
887	0.01003881268
888	0.01003493314
889	0.01003421666
890	0.01003065068
891	0.01002381868
892	0.01001778878
893	0.01001457553
894	0.01001136769
895	0.01000754933
896	0.01000271396
897	0.01000123465
898	0.009999368817
899	0.0099900194
900	0.009985877523
901	0.009977791351
902	0.009975877821
903	0.009970518004
904	0.009966321224
905	0.009961652243
906	0.009954406889
907	0.009947590613
908	0.009941276127
909	0.009938225857
910	0.009935581339
911	0.009930001397
912	0.009921485596
913	0.009919347134
914	0.009917089018
915	0.009912566443
916	0.009896724186
917	0.009891808891
918	0.009885133306
919	0.009879943639
920	0.009876821897
921	0.009873317352
922	0.009870475012
923	0.009866430004
924	0.009861315806
925	0.009857058325
926	0.009855068132
927	0.00984230036
928	0.009835048848
929	0.009829467167
930	0.00982604504
931	0.009817274742
932	0.00981381275
933	0.009809230894
934	0.009805921027
935	0.009803425555
936	0.00979846305
937	0.009796076866
938	0.009793309822
939	0.009787324843
940	0.009784369006
941	0.009775878835
942	0.009772221045
943	0.009768177411
944	0.00976432777
945	0.009759304461
946	0.009756707619
947	0.009752106612
948	0.009746351965
949	0.009741914993
950	0.009733412469
951	0.009729839275
952	0.009726290405
953	0.009721914399
954	0.009718379473
955	0.009712961003
956	0.009705839174
957	0.009695072764
958	0.009692917942
959	0.009689560264
960	0.009685376227
961	0.009680463625
962	0.009676691988
963	0.009672109231
964	0.009669700219
965	0.0096676002
966	0.009665995576
967	0.009659950516
968	0.009653626322
969	0.009650435672
970	0.009645608879
971	0.009641064968
972	0.009635788143
973	0.00963137271
974	0.009627170193
975	0.009623661817
976	0.0096170682
977	0.009611956927
978	0.009607231237
979	0.009604853415
980	0.00959916591
981	0.00958925754
982	0.00958403342
983	0.009580423229
984	0.009577569555
985	0.009575594723
986	0.009572396672
987	0.00957041543
988	0.009567791298
989	0.009563254369
990	0.009556080454
991	0.009555086878
992	0.009550632294
993	0.00954592227
994	0.009538496786
995	0.009536183708
996	0.009530885167
997	0.009526083165
998	0.009517612308
999	0.009514968858
